Date_diff,Nbr_items_per_wk,Expenditure_per_wk,Total_Exp_wk_perc,AVG_exp_item_per_wk,Bread_wk,Cooked_meats_wk,Raw_meats_wk,Eating_out_wk,Snacks_wk,Drinks_wk,Vegetables_wk,Fruit_wk,Cooking_base_wk,Dairy_produce_wk,Breakfast_wk,Transport_wk,Tech_and_services_wk,Cosmetics_and_selfcare_wk,House_and_kitchen_wk,target
0.4876721957601576,-0.2959812934583263,-0.2941705413573108,-0.4107289304784725,-0.2114353671518799,2.398472382577929,-0.9525418157001588,0.2454466506610759,-0.4275793547496764,-0.92728103487037,-0.3852373954539446,0.1702403599784557,-0.2207157359308862,0.8429900455805017,-0.3380421790407043,-0.5568813741585016,-0.2149791065956419,-0.4820887354233417,0.820682823214117,-0.3660546408931315,0
-0.516809842676645,0.9839222803896214,0.1815429031802218,-0.9726528741263786,-0.0796238495934774,0.5664030990927471,0.2624823114344157,-0.4080800004893495,2.345336262686344,2.086277763614527,1.7714334936258305,-1.3784740259366624,-0.2207157359308862,-0.4843139925330286,-0.3380421790407043,-0.5568813741585016,0.1687029501349997,-0.4820887354233417,1.3636598426133562,0.5285938284538877,0
0.8224995419057586,-1.3500195307448717,-0.3306675928953025,0.4659249098418818,-0.1619569002300291,-0.3496315426498438,-0.3450297521328715,-1.061606651639775,1.2361700157119355,-1.2012409256417242,-1.1041276918138698,-0.4105275347397136,-0.7621719420534724,-0.4843139925330286,-0.3380421790407043,0.1527631785142971,-0.2149791065956419,-0.4820887354233417,-0.8082482349836,-0.3660546408931315,1
-0.1819824965310441,0.7580569438282189,0.5823454648718227,-0.9749929472500258,0.0866872490492429,0.5664030990927471,0.2624823114344157,0.2454466506610759,-0.4275793547496764,0.4425184189864014,-0.7446825436339072,0.1702403599784557,-0.2207157359308862,0.1793380265237365,-0.3380421790407043,0.1527631785142971,-0.2149791065956419,1.5683536132928195,0.820682823214117,-0.3660546408931315,0
-0.516809842676645,0.2310378251849462,-0.1881217667383443,-0.4606235209657545,-0.1823693145175317,0.5664030990927471,-0.3450297521328715,3.5130799064132034,-0.4275793547496764,-0.6533211440990158,-0.3852373954539446,0.3638296582178454,3.0280215008046305,-0.4843139925330286,0.4254668805167484,0.8624077311870958,-0.2149791065956419,-0.4820887354233417,-0.8082482349836,-0.3660546408931315,1
-0.1819824965310441,-0.5971350755401963,-0.2709735943454897,0.5156010222535171,-0.1812395796600934,-0.3496315426498438,-0.3450297521328715,-0.4080800004893495,0.1270037687375276,-0.6533211440990158,-0.3852373954539446,0.3638296582178454,-0.7621719420534724,0.1793380265237365,-0.3380421790407043,0.1527631785142971,-0.2149791065956419,-0.4820887354233417,-0.265271215584361,-0.3660546408931315,0
-0.516809842676645,-2.178192431470014,-0.3527692371814391,1.0091579169330271,0.1464291394105033,-1.2656661843924348,-0.9525418157001588,-1.7151333027902005,-0.4275793547496764,-1.2012409256417242,-1.1041276918138698,-1.3784740259366624,-0.7621719420534724,-0.4843139925330286,-1.1015512385981572,-0.5568813741585016,-0.2149791065956419,1.5683536132928195,-0.8082482349836,-0.3660546408931315,1
-0.516809842676645,0.2310378251849462,0.1673822036552989,-0.8073973214560561,-0.0229433768715847,-0.3496315426498438,-0.3450297521328715,0.2454466506610759,-0.4275793547496764,-0.1054013625563072,-0.7446825436339072,0.5574189564572353,1.403652882436872,-0.4843139925330286,-0.3380421790407043,2.991341389205492,-0.2149791065956419,1.5683536132928195,-0.265271215584361,-0.3660546408931315,0
-0.1819824965310441,-0.2206928479378588,0.1704725220599091,-0.6187201054782432,0.0354379524072126,-0.3496315426498438,-0.3450297521328715,1.5524999529619268,0.6815868922247318,-1.2012409256417242,0.3336529009059804,-0.4105275347397136,1.403652882436872,-0.4843139925330286,-0.3380421790407043,-0.5568813741585016,0.5523850068656413,-0.4820887354233417,0.277705803814878,-0.3660546408931315,0
-0.1819824965310441,-0.1454044024173912,-0.2706606507095797,0.5229561298550857,-0.2053273104934236,-0.3496315426498438,-0.3450297521328715,0.8989733018115014,-0.4275793547496764,-1.2012409256417242,1.4119883454458682,-0.6041168329791033,5.193846325294975,-0.4843139925330286,-0.3380421790407043,0.1527631785142971,-0.2149791065956419,-0.4820887354233417,-0.8082482349836,-0.3660546408931315,1
