Total_Price,Nbr_trips_per_wk,Total_Exp_wk_perc,Raw_meats_wk,Vegetables_wk,Cooking_base_wk,Breakfast_wk,Transport_wk,Electronics_wk,Education_wk,Cosmetics_and_selfcare_wk,Clothes_and_shoes_wk,Expenditure_per_wk,prediction
29.67135333900101,27.33923638181164,0.1828239263428601,21.60570670240462,22.686535113360485,14.965868639873381,11.628341532977,11.374895020170028,8.010143960988442,17.332146715030145,10.617961521226608,3.965801772200666,81.33821257830249,103.03616385574253
10.772184271303267,16.61396668044847,0.28249785932347393,5.329786897605765,13.76085954491214,6.712280489679754,11.391198325797582,5.400155455359864,12.412875009209522,11.662304360578034,13.654400952913413,15.852364914312894,47.05179681738746,133.7561202338269
2.789794409214784,8.747710971041315,1.065763004226375,14.982055532562054,10.591974217821651,4.1795178454398485,2.8542846288344315,13.613707172231647,8.852313663030241,9.874487399414603,5.014989465283492,14.85907172767986,23.460448633756844,113.99577792355711
19.297759034244265,29.517343233894053,0.1933828058379513,20.215021855952067,7.217432334048654,5.6722664473919915,4.9642217097243755,9.193923948303775,18.293691495861367,6.078217695889923,8.59431898924309,14.789201517855666,79.54140078821955,118.68478126941076
15.02140476080586,30.802891334364684,0.09322864686555558,5.633104618252104,10.219040949535035,6.554662711616976,17.109599914410342,6.630360435073108,5.37182885713753,8.588562883177179,13.757232411123088,21.658637701030077,82.71693357556649,119.79877878568863
18.44806865849202,19.922364448551978,0.2019273663987247,10.54312196827873,30.86054570675684,7.335563073547748,15.735672136731502,15.35498156897299,9.711146484421846,0.6732012126092357,13.313616920886838,11.715436935704409,70.30699651233695,105.41597034133385
10.299324020812021,11.671112366637939,0.35645740562871775,18.484514393711763,16.068148937130992,22.01739819750888,5.953634612147026,12.779721586817844,10.926141478880902,1.0789178952460912,19.273969437849875,14.967226332345156,32.153684143486046,104.86791966345871
29.38254488465666,19.385460937407508,0.17418925520806142,24.851178976420925,8.181092934231987,5.9798817519729734,18.606779983227632,12.642670035376259,12.243067065832312,10.223934633006081,11.112203456415852,9.177757004292712,2693.948586616911,120.8634252411755
21.04292576491268,19.14343394979099,0.1917356920764514,13.912330642837418,24.62923599420751,10.07489295861839,2.4050502952120283,1.6214631013211829,8.918742617084192,13.956914081335126,14.195790821871887,11.168180976776569,63.46345840710757,104.4119900772317
43.41325263719556,7.219757599270899,1.154783240464619,3.7658469230080307,4.232886308168315,9.509716683977372,12.835199815369029,21.866768098835323,5.4754382391356415,10.86294350568246,10.135727081741845,16.295010863509237,40.81649625680704,120.80749980791016
16.990611239919186,12.060876935663785,0.5113912099198136,9.628603481837139,20.378893040691363,4.279895707916336,6.47380230521946,9.026320012106034,15.922723328947942,9.939096968681833,10.4114992998665,2.299192727595649,36.312309137511285,102.7256649215827
54.211396389442534,21.318535019602574,0.43143932461341394,16.725843130367917,17.66202818410721,3.5502673486785685,14.108791812186901,19.53208096871689,17.366683507083906,8.55881105530781,20.59127535055496,18.533020300314277,151.98920820784326,107.55986710138484
27.12674257538177,27.665354469357833,0.196211388335163,17.040813118004877,23.169705180673088,8.744796750540015,5.123054292089366,7.531968376246496,9.477706799979275,18.911809507128893,21.15274955671544,4.171313540238144,127.36787865577509,107.41052725222158
9.981690982278003,21.51679400275285,0.08280930227715512,15.865810348513326,14.718818563576697,16.96187532631047,6.837013778649732,6.182618403616988,12.862157712204795,3.8771973273241205,22.838049083528574,4.619870120844218,31.7401700844515,118.33531001745936
11.181781597095313,17.28563925341434,0.03718614582243794,12.394132974611207,7.262358372144867,8.735483256001995,6.516764524946038,12.054954694294006,8.990092098566372,22.123814316571835,9.104096040386374,17.96465605678921,99.29951903889757,121.06256058795462
15.51963852673568,11.394522515293723,0.38160834602060567,5.522301139142511,9.511147676243347,15.517082591375555,16.840138876647956,15.674801411488335,14.108997526117097,11.779864693656474,10.841394770319553,14.285768075208342,21.969119498020557,119.71756283620557
65.68470286066251,12.067233866315203,0.8151527784124014,18.63291063965989,12.425725750311335,10.302891101868248,11.162175103785117,0.8968088916063142,8.183384617970127,1.0209430755302442,13.260273155533998,1.2309602264174053,86.56645295600711,124.75877032671771
21.23485589647872,17.516916088013716,0.08146549833119465,19.22338771689699,17.11928331310745,5.601474589472394,10.953096245176503,17.340737577764678,6.5970887344495655,12.235083483317867,4.990247811112663,6.329737707600843,64.14873380046896,105.970450790463
30.865869175334854,28.301469831019105,0.18227998194756415,20.64129083557283,20.47831738708697,8.868686440429324,15.745507194431623,4.635570912792686,12.737126066072715,4.215901422247012,2.4451611084476568,9.054757498529487,76.21567996403728,107.84482779721874
26.46560516270806,25.184878320213073,0.6265258672153251,14.466171170003058,21.334175756867527,14.716781545447217,10.267107121323793,17.5059731969642,7.652220193742797,8.83877486841608,3.939187843211343,7.589985909820338,32.763298806627375,107.21547143438596
16.907160680256766,20.68317339980215,0.5750758969621668,11.860937067984798,22.137336089754207,6.7841838015933735,17.948074070199056,19.77009778897815,16.57845667035712,14.337721977812436,10.744974042719408,10.241460507314525,53.72671537659919,105.53849613978421
21.911461603539173,18.98270337873692,0.18004788790390389,16.2919912287306,23.912356201950704,9.743043158971833,10.60667178169676,8.714459474028324,13.77692823124158,13.335825335585366,11.413818700150484,3.924960866126339,66.3732693147,102.86295692605981
51.836077977797615,20.263900350885265,0.47334693006702755,3.156327745427621,18.05266887220371,8.314486834363326,18.98819001792464,0.08299663360146248,8.092555655551608,7.517606402911929,6.910506214955021,15.67538472853957,97.80978548070362,121.68968993246601
21.128157815268334,13.6352225802362,0.2276271133274424,4.755272868500031,19.91174454502903,12.1982938161191,10.782357218322936,17.01382640033966,14.083023676921416,2.5983943459952243,24.196984911489995,20.219227457354386,51.17533446071765,120.51319270979877
13.418214661845788,14.20574194625124,0.10741447144035074,10.017241473426772,18.183685969294046,11.442467571878257,3.375367349767629,12.42656094903172,20.22116083845882,1.2493467841697132,0.18602742954852935,6.8110821564106185,41.93168422891047,105.54376997267437
35.53366190643336,20.796992714809583,0.48131351548891876,9.727444517712193,23.820521013352206,5.007814266799072,3.9774687750596183,17.905396568048115,4.868515244573863,6.659807796465453,3.3690221287027953,11.677700608622796,51.2467586120688,107.4032589423954
15.211552990857262,24.85715004069329,0.06471261971047543,12.515509734174952,15.545452356258572,2.7652369320086283,0.6186973857627578,12.822399818870299,8.571280251078605,4.445242064024631,1.505905790401215,16.672651233212175,47.27138782738679,118.26437352232915
19.453661178024056,25.17655338355592,0.1065644648929578,10.302967889211015,31.03367218165323,11.069865666862542,13.478563722577345,18.49406391172269,16.893203808318127,15.316562199420739,20.33051327120873,12.426916998003762,178.24216051934025,105.8949825436498
14.63941415208894,5.5963862612317,0.3692967821942791,11.526881869975835,10.765065160455968,22.91892441474361,7.220634695446984,0.2684271530817046,18.8910606493291,2.2808588070794684,13.318083618707956,4.9679372464094484,98.80360781709132,75.50348707061507
27.49691335085467,32.02669353688683,0.1513038950435812,22.17407094903249,30.389774508481175,5.30288554677602,10.149197495761394,4.168563370764332,7.6269787188057325,22.58373018472094,4.216685791929409,11.179419858932619,163.9755937599914,107.44130358525318
39.88189005193792,19.47745446359835,0.5754271189018754,6.439234528459494,12.009483010721139,9.150555904345664,3.3631190084449365,4.524158907779192,16.12774200939512,4.692707124899938,18.15426834300088,2.60142279264749,72.42466753896514,115.15585618732605
21.976340199068677,22.889546434931177,0.3518119195561184,12.475135891035505,16.14787525648947,8.360085362255235,4.290277724883687,13.89085157881643,8.812902877025277,14.802860255409419,2.462470468594603,8.944407503876162,66.55411256070194,105.91637659597639
1310.000151175305,18.085277976005642,0.5033026747961712,11.71729133498223,15.928156996062004,10.863737614348087,7.36450485875442,8.939811488871742,14.454101764899317,3.508135494926365,8.745410178943466,17.34621368282445,2699.522923390636,121.24921628701046
123.97817642809233,25.108312913625277,0.629978574311641,17.88438063422992,13.571547090539813,9.72189192153526,13.524805982351566,15.546673793713577,8.374258491858361,6.374550971605017,2.856754263446115,7.089372457824139,176.63661027446983,121.19814991143181
