Total_Price,Nbr_trips_per_wk,Total_Exp_wk_perc,Raw_meats_wk,Vegetables_wk,Cooking_base_wk,Breakfast_wk,Transport_wk,Electronics_wk,Education_wk,Cosmetics_and_selfcare_wk,Clothes_and_shoes_wk
-0.23664888028128242,-0.520909480661212,-0.4107289304784725,0.2454466506610759,0.1702403599784557,0.8429900455805017,-0.5568813741585016,-0.21497910659564196,-0.2343698344348961,0.48977577030039826,0.820682823214117,-0.3362702386727878
-0.3203571323837611,2.9024588454233418,-0.9726528741263786,-0.40808000048934956,-1.3784740259366624,-0.4843139925330286,-0.5568813741585016,0.1687029501349997,-0.2343698344348961,1.2958137842369835,1.3636598426133562,0.8109016692994832
-0.1349871156635268,-1.3767515621823505,0.46592490984188184,-1.061606651639775,-0.4105275347397136,-0.4843139925330286,0.1527631785142971,-0.21497910659564196,-0.2343698344348961,-0.3162622436361868,-0.8082482349836,-0.3362702386727878
-0.30778967362306725,0.33493260085992643,-0.9749929472500258,0.2454466506610759,0.1702403599784557,0.17933802652373657,0.1527631785142971,-0.21497910659564196,2.60844945361801,-0.3162622436361868,0.820682823214117,-0.3362702386727878
-0.18413485617409742,-0.8061901745015916,-0.46062352096575454,3.5130799064132034,0.36382965821784546,-0.4843139925330286,0.8624077311870958,-0.21497910659564196,-0.2343698344348961,-0.3162622436361868,-0.8082482349836,-0.3362702386727878
-0.03152999979424347,-0.23562878682083255,0.5156010222535171,-0.40808000048934956,0.36382965821784546,0.17933802652373657,0.1527631785142971,-0.21497910659564196,-0.2343698344348961,1.2958137842369835,-0.265271215584361,-0.3362702386727878
-0.10491498220043796,-0.8061901745015916,1.0091579169330271,-1.7151333027902005,-1.3784740259366624,-0.4843139925330286,-0.5568813741585016,-0.21497910659564196,1.187039809591557,-0.3162622436361868,-0.8082482349836,-0.3362702386727878
-0.21016744932124895,0.049651907019546936,-0.8073973214560561,0.2454466506610759,0.5574189564572353,-0.4843139925330286,2.991341389205492,-0.21497910659564196,-0.2343698344348961,1.2958137842369835,-0.265271215584361,-0.3362702386727878
-0.08247309155634179,0.049651907019546936,-0.6187201054782432,1.5524999529619268,-0.4105275347397136,-0.4843139925330286,-0.5568813741585016,0.5523850068656413,-0.2343698344348961,-0.3162622436361868,0.277705803814878,0.8109016692994832
-0.02951022963627482,-0.8061901745015916,0.5229561298550857,0.8989733018115014,-0.6041168329791033,-0.4843139925330286,0.1527631785142971,-0.21497910659564196,-0.2343698344348961,-0.3162622436361868,-0.8082482349836,-0.3362702386727878
-0.32910946973495864,1.190774682381065,-0.9545840348114689,0.2454466506610759,0.9445975529360148,0.17933802652373657,-0.5568813741585016,-0.21497910659564196,-0.2343698344348961,-0.3162622436361868,-0.265271215584361,3.105245485244025
-0.1203998867448643,-0.23562878682083255,0.06789600217975056,0.8989733018115014,1.1381868511754045,0.17933802652373657,-0.5568813741585016,-0.21497910659564196,-0.2343698344348961,-0.3162622436361868,1.3636598426133562,-0.3362702386727878
