Date_diff,Nbr_items_per_wk,Expenditure_per_wk,Total_Exp_wk_perc,AVG_exp_item_per_wk,Bread_wk,Cooked_meats_wk,Raw_meats_wk,Eating_out_wk,Snacks_wk,Drinks_wk,Vegetables_wk,Fruit_wk,Cooking_base_wk,Dairy_produce_wk,Breakfast_wk,Transport_wk,Tech_and_services_wk,Cosmetics_and_selfcare_wk,House_and_kitchen_wk,Trips_response_lt_5,prediction_label,prediction_prob
7.234650804341656,16.842141395491495,18.493835636650513,0.2505030239687938,22.131372508032346,10.455819670446578,23.993975905229746,6.934586453350483,8.087691917970908,10.94459310171596,10.668237911838812,10.849768990412924,2.263492076459567,9.618020117919134,2.5138500600582345,18.388972253291765,6.810537308700125,1.8484051186826047,22.14912484318517,2.0136319220463106,1,1.0,0.41160012580735694
4.451534416308959,39.9570069166049,40.09119909704065,0.4377208433832813,15.893993037857847,6.858782381627179,12.72766590806482,11.008138441482245,7.400027360712265,4.847528426780636,7.488379600029752,11.216206775303661,14.372260203164306,15.177531109545113,4.460984843375003,9.167652643032028,19.762036453835897,7.375986269915266,9.772866461498847,2.339758566551648,0,1.0,0.5021712627421153
10.541442361906617,41.86367248442794,27.356854113929785,0.5417980183629043,19.108762027407586,16.057340693406374,14.565109273052624,20.47540454345664,10.92226077285385,3.0232790333115336,25.148632039826907,16.917973428271324,12.175663499694634,16.323361461376123,5.686904101568946,12.985113737871377,26.249166386593586,23.937695328954753,22.769351254522718,12.36039162950979,0,1.0,0.47549050007151716
19.74873459082346,70.36444009612882,198.22774204614285,0.37866814152355766,6.106105480007633,12.873465857469528,13.212763530946214,14.628251820338503,15.044239283740803,7.889224166793401,27.348994393849722,23.299852586054605,24.174820182873958,7.27404052125823,0.9370118710830013,14.794072297765384,12.485269584763817,2.7834347762070504,10.189525943118488,11.634937192610648,0,1.0,0.3657082928524108
13.168847422654283,41.55991831335976,32.59828184746027,0.2061347958338824,10.153430035755358,6.515888696937836,4.026498932982706,16.95123454110996,13.005726467516663,23.9961488874625,10.208069740605286,11.910607045101003,8.537510884692754,5.826470568898837,15.394589857379072,12.648096924164054,9.358314600204151,4.375565010740123,4.381415547616331,5.018939072367027,0,1.0,0.5338050107909108
9.612990377350858,25.62121860931726,22.346619700286666,0.6054824443294327,13.788043975760267,12.362372139662787,14.040819439143604,12.36369780626695,12.929381229739677,7.593135352391732,10.98622364214992,22.070612670555903,9.390847865253722,8.24814691583648,2.990660876531834,11.339557641441797,10.131718079694167,5.5335832698494585,1.9248409140910656,6.27322630688885,1,1.0,0.5650207469721206
6.9368371552254455,36.79544601967359,95.23427874523185,0.2339982477246452,24.28812298253197,7.097051345097176,7.26589853341514,17.76878433158479,16.817646067470413,30.720558902640658,15.056504289067552,17.36280821850695,10.480477117232224,12.979526026377211,8.62353722320523,25.19361923151196,0.8998922184674782,5.950110775044131,14.217987209642127,6.491801188547189,0,1.0,0.39199484942165663
9.976282296371352,37.75604736678855,39.24608095772594,0.5167151647920827,8.287847537813695,22.341737491052573,10.159707130360301,23.953305815519375,0.05752565068368298,14.266928777000661,5.966804802239819,25.57728815929534,12.973043656366936,0.3849157145561435,5.3348870534958746,11.729844041295905,15.273602325137631,19.44274671647392,29.304464673692955,15.348143996509442,1,1.0,0.4146553584112504
18.726328970550323,58.60423393902657,81.6738820307158,0.09069051118474418,16.413333165127973,21.06337762378066,13.61875371824669,22.150679583116606,4.2649882666703665,18.757592335668992,6.982688779654392,40.574213841475185,12.834831116269974,11.286953836182551,16.6719694872967,3.7405579194983165,6.114836000882771,1.8163283330169726,8.314021447654556,0.62586738581901,0,1.0,0.3559428529357432
11.904129763017066,60.951545323668775,62.74930150383261,0.15879567628096763,18.720512255262264,4.26603775780576,9.908544386591123,23.324447205808855,3.0143058746468885,15.199837976395132,18.47634604277441,22.25536154322245,1.257909364798504,17.029184430546135,3.882368554628556,12.922537691296899,16.5145819824986,4.32531740349686,4.179275010908267,7.273306469808193,0,1.0,0.4789590650981659
17.319048258506037,30.536323903924725,41.48017729443892,0.32776789741762274,21.277760425101754,5.014997047040589,18.784909685476762,14.187629766308671,25.024641777731325,17.603486637769464,7.801791547757152,7.708382649456085,9.310330932692354,3.1710800251842732,8.88823356573554,14.61217655518788,13.831533785321694,5.155081878969507,21.110565018192105,4.390790677128007,0,1.0,0.5447477913103472
11.903922974924601,65.5654870896725,223.21459214470144,0.0919331177512997,5.8214597399158805,12.067399391220519,10.376792479684612,21.14712337016592,7.3096625745479775,27.63288655630525,7.432624273413324,17.499269400166632,13.443739763414019,16.798871004051772,9.030204742144326,14.119964475431674,30.71727967983155,6.022979220423009,18.67341962313331,9.186987636167862,0,1.0,0.3259713087442152
18.852229770003508,28.106315848344885,97.63413791180545,0.271275185723729,19.651052209409762,9.367541455321444,19.9927897328541,19.656999642376242,9.377406740769143,21.982109011020388,9.238735140784605,7.763860485891762,21.383971580824074,6.937575499129482,9.793935431543263,4.00919277876259,11.5847704015076,1.0456192878307586,17.87799940516316,14.159474741650113,0,1.0,0.37113744344850186
12.87115297240864,51.774251221932666,85.47342972481137,0.17002243674111372,4.052343482330912,14.268064351643279,13.06494885240128,13.284393301174752,8.354265676995468,11.93411077512376,16.45497463221384,15.88501176024107,9.885310403696637,13.770766330292203,7.505859535571885,23.17040423955816,2.0272349349348353,15.425285588226899,10.305032439105636,14.833564375725462,0,1.0,0.4129463724704126
12.234796933675527,53.507453881476394,118.19191072100378,0.22115478494146298,17.237538068655528,9.272862906633002,19.74290143013583,13.492757757158689,10.604236126876145,7.383299823047929,12.780109167330858,1.603918367857423,22.321418266146278,12.103664549739538,17.327184246200375,4.373971912102505,1.9226607370878313,12.983514660366192,8.38332781394845,17.285969960003364,0,1.0,0.32954980216395585
